"hhwt","name","minc","inc_band","hcost","cost_band"
6,"Hartford County",75148,"Very low",1280,"Mid-low"
14,"Fairfield County",95645,"Very low",820,"Low"
15,"Windham County",66550,"High",1636,"Mid-high"
13,"Litchfield County",79906,"High",3523,"High"
24,"Litchfield County",79906,"High",1917,"Mid-high"
22,"Hartford County",75148,"High",2915,"High"
14,"Fairfield County",95645,"High",5031,"High"
22,"New Haven County",69905,"Mid-low",778,"Low"
18,"Tolland County",87069,"High",4126,"High"
13,"Fairfield County",95645,"High",6167,"High"
11,"New Haven County",69905,"Mid-low",833,"Low"
15,"New Haven County",69905,"High",3113,"High"
13,"Fairfield County",95645,"High",820,"Low"
4,"New London County",73490,"Very low",1351,"Mid-low"
11,"Fairfield County",95645,"High",5303,"High"
31,"Fairfield County",95645,"Mid-low",1957,"Mid-high"
11,"Litchfield County",79906,"Mid-high",1131,"Mid-low"
14,"Hartford County",75148,"High",2793,"High"
19,"New Haven County",69905,"Mid-high",1456,"Mid-high"
84,"Fairfield County",95645,"Low",4982,"High"
21,"Hartford County",75148,"Mid-low",1064,"Mid-low"
22,"New Haven County",69905,"High",5488,"High"
15,"Hartford County",75148,"High",1949,"Mid-high"
21,"New Haven County",69905,"High",508,"Very low"
34,"Hartford County",75148,"High",1428,"Mid-low"
4,"Litchfield County",79906,"Mid-low",1314,"Mid-low"
12,"Fairfield County",95645,"Mid-high",790,"Low"
24,"Tolland County",87069,"Mid-high",1780,"Mid-high"
10,"New Haven County",69905,"High",1563,"Mid-high"
17,"Windham County",66550,"High",1344,"Mid-high"
14,"Tolland County",87069,"High",2820,"High"
36,"Fairfield County",95645,"Low",2576,"Mid-high"
24,"New London County",73490,"High",492,"Very low"
32,"New Haven County",69905,"Mid-low",1393,"Mid-low"
10,"Fairfield County",95645,"High",3651,"High"
13,"New Haven County",69905,"High",1187,"Mid-low"
12,"Hartford County",75148,"Mid-low",1538,"Mid-high"
13,"Fairfield County",95645,"High",2452,"Mid-high"
24,"Hartford County",75148,"Mid-high",1512,"Mid-high"
10,"Hartford County",75148,"High",2623,"High"
80,"Litchfield County",79906,"Very low",398,"Very low"
20,"New Haven County",69905,"High",3510,"High"
11,"Fairfield County",95645,"High",1486,"Mid-low"
32,"New Haven County",69905,"High",4376,"High"
39,"Middlesex County",85898,"Mid-low",2084,"Mid-high"
13,"Fairfield County",95645,"Low",524,"Very low"
16,"Fairfield County",95645,"High",5255,"High"
9,"New Haven County",69905,"Mid-low",1728,"Mid-high"
14,"Hartford County",75148,"High",1672,"Mid-high"
10,"Hartford County",75148,"High",1367,"Mid-low"
7,"Hartford County",75148,"Mid-high",442,"Very low"
31,"Fairfield County",95645,"Mid-low",2132,"Mid-high"
22,"Fairfield County",95645,"High",2130,"Mid-high"
44,"Fairfield County",95645,"Mid-high",2465,"Mid-high"
12,"New London County",73490,"High",3689,"High"
12,"Hartford County",75148,"Low",818,"Low"
10,"Fairfield County",95645,"High",2183,"Mid-high"
12,"New Haven County",69905,"Very low",823,"Low"
15,"New Haven County",69905,"Mid-high",629,"Low"
12,"New Haven County",69905,"Very low",719,"Low"
23,"Hartford County",75148,"High",1287,"Mid-low"
7,"Fairfield County",95645,"High",1119,"Low"
9,"Fairfield County",95645,"High",3573,"High"
18,"Windham County",66550,"High",459,"Very low"
20,"Hartford County",75148,"High",1223,"Mid-low"
12,"New Haven County",69905,"Low",1023,"Mid-low"
15,"Fairfield County",95645,"High",950,"Low"
26,"Fairfield County",95645,"High",2049,"Mid-high"
31,"Middlesex County",85898,"High",3058,"High"
21,"Hartford County",75148,"Very low",984,"Mid-low"
14,"Fairfield County",95645,"High",2031,"Mid-high"
14,"Fairfield County",95645,"Mid-high",1018,"Low"
12,"Hartford County",75148,"Very low",1171,"Mid-low"
12,"Hartford County",75148,"Very low",737,"Low"
14,"New Haven County",69905,"Very low",709,"Low"
20,"Hartford County",75148,"High",4114,"High"
22,"Hartford County",75148,"High",490,"Very low"
7,"Fairfield County",95645,"Very low",3333,"High"
11,"Fairfield County",95645,"High",4673,"High"
19,"Windham County",66550,"Mid-low",769,"Low"
13,"Hartford County",75148,"High",1391,"Mid-low"
22,"Fairfield County",95645,"Mid-low",1314,"Mid-low"
19,"Fairfield County",95645,"High",4177,"High"
16,"New Haven County",69905,"High",2265,"High"
9,"Middlesex County",85898,"High",1608,"Mid-low"
12,"New London County",73490,"High",935,"Mid-low"
12,"New Haven County",69905,"Very low",1275,"Mid-low"
21,"New Haven County",69905,"Mid-low",1145,"Mid-low"
14,"New Haven County",69905,"Mid-high",2593,"High"
18,"New Haven County",69905,"Low",450,"Very low"
12,"Middlesex County",85898,"Low",1023,"Low"
14,"Hartford County",75148,"Mid-high",537,"Very low"
13,"New London County",73490,"Very low",521,"Very low"
4,"Hartford County",75148,"High",1705,"Mid-high"
20,"Hartford County",75148,"High",1103,"Mid-low"
11,"Tolland County",87069,"Mid-high",528,"Very low"
26,"Fairfield County",95645,"High",1102,"Low"
23,"Hartford County",75148,"High",2802,"High"
17,"Fairfield County",95645,"High",8279,"High"
12,"Hartford County",75148,"Mid-high",817,"Low"
31,"New Haven County",69905,"Mid-high",1480,"Mid-high"
15,"Fairfield County",95645,"Low",1772,"Mid-low"
9,"Fairfield County",95645,"High",2898,"High"
13,"Hartford County",75148,"High",3624,"High"
3,"Tolland County",87069,"High",838,"Low"
12,"New London County",73490,"High",1115,"Mid-low"
21,"Middlesex County",85898,"High",1530,"Mid-low"
5,"Litchfield County",79906,"High",765,"Low"
27,"Hartford County",75148,"High",2354,"High"
22,"Litchfield County",79906,"High",1966,"Mid-high"
8,"New Haven County",69905,"Mid-low",1817,"Mid-high"
28,"Tolland County",87069,"High",1131,"Mid-low"
13,"Hartford County",75148,"High",4207,"High"
4,"New London County",73490,"High",4876,"High"
19,"Hartford County",75148,"High",1081,"Mid-low"
12,"Fairfield County",95645,"Mid-high",7896,"High"
12,"New Haven County",69905,"High",1293,"Mid-low"
12,"Fairfield County",95645,"High",1223,"Mid-low"
9,"Litchfield County",79906,"Mid-high",981,"Low"
55,"New Haven County",69905,"Mid-low",2074,"Mid-high"
10,"Hartford County",75148,"Low",1277,"Mid-low"
22,"Litchfield County",79906,"Mid-high",985,"Low"
18,"Hartford County",75148,"High",1841,"Mid-high"
19,"Hartford County",75148,"Mid-low",1079,"Mid-low"
22,"Fairfield County",95645,"Very low",753,"Low"
6,"Litchfield County",79906,"High",3031,"High"
21,"New London County",73490,"Mid-high",473,"Very low"
13,"Hartford County",75148,"Mid-high",404,"Very low"
19,"New Haven County",69905,"Very low",437,"Very low"
20,"Fairfield County",95645,"Low",1758,"Mid-low"
12,"Fairfield County",95645,"High",2812,"Mid-high"
21,"Fairfield County",95645,"Very low",1693,"Mid-low"
15,"New Haven County",69905,"High",3135,"High"
15,"Hartford County",75148,"Mid-high",1654,"Mid-high"
23,"Litchfield County",79906,"High",1127,"Mid-low"
52,"Fairfield County",95645,"Very low",1551,"Mid-low"
15,"Fairfield County",95645,"Mid-low",681,"Very low"
19,"Hartford County",75148,"Mid-high",1605,"Mid-high"
11,"Hartford County",75148,"Mid-low",1037,"Mid-low"
33,"New London County",73490,"High",1881,"Mid-high"
11,"New Haven County",69905,"High",2650,"High"
17,"Fairfield County",95645,"High",3026,"High"
20,"Hartford County",75148,"Mid-high",2283,"High"
15,"Windham County",66550,"Very low",2113,"High"
11,"Fairfield County",95645,"Mid-high",2663,"Mid-high"
16,"New Haven County",69905,"High",3544,"High"
7,"Hartford County",75148,"Low",1301,"Mid-low"
18,"New Haven County",69905,"High",2190,"High"
17,"Middlesex County",85898,"High",2117,"Mid-high"
25,"Litchfield County",79906,"Mid-high",1669,"Mid-high"
7,"Fairfield County",95645,"High",1039,"Low"
12,"Fairfield County",95645,"High",1830,"Mid-low"
8,"New Haven County",69905,"High",2386,"High"
15,"Fairfield County",95645,"High",2485,"Mid-high"
13,"Fairfield County",95645,"High",2643,"Mid-high"
19,"Middlesex County",85898,"Low",3237,"High"
22,"Middlesex County",85898,"High",3204,"High"
66,"New Haven County",69905,"High",1375,"Mid-low"
16,"Hartford County",75148,"High",463,"Very low"
22,"Hartford County",75148,"High",3473,"High"
17,"New Haven County",69905,"Mid-low",573,"Low"
17,"New Haven County",69905,"Mid-high",1016,"Mid-low"
13,"Fairfield County",95645,"High",5673,"High"
14,"Fairfield County",95645,"High",3136,"High"
21,"Middlesex County",85898,"Low",2079,"Mid-high"
12,"Hartford County",75148,"High",2597,"High"
8,"Hartford County",75148,"High",2335,"High"
21,"Litchfield County",79906,"High",3068,"High"
5,"Windham County",66550,"Very low",289,"Very low"
12,"Hartford County",75148,"Mid-high",1347,"Mid-low"
12,"New Haven County",69905,"Low",915,"Mid-low"
10,"Tolland County",87069,"High",1182,"Mid-low"
24,"New Haven County",69905,"High",3267,"High"
15,"Hartford County",75148,"High",1153,"Mid-low"
13,"New Haven County",69905,"High",2036,"Mid-high"
23,"New Haven County",69905,"High",1313,"Mid-low"
13,"Hartford County",75148,"Mid-high",1198,"Mid-low"
13,"Hartford County",75148,"High",2186,"Mid-high"
12,"Hartford County",75148,"Mid-high",1224,"Mid-low"
25,"New Haven County",69905,"High",842,"Low"
12,"Litchfield County",79906,"Mid-high",243,"Very low"
12,"Fairfield County",95645,"Mid-high",1095,"Low"
18,"New London County",73490,"Mid-high",992,"Mid-low"
31,"New Haven County",69905,"High",8734,"High"
3,"Litchfield County",79906,"Mid-high",1145,"Mid-low"
15,"New London County",73490,"Mid-low",780,"Low"
11,"Hartford County",75148,"High",2486,"High"
12,"New Haven County",69905,"Mid-low",287,"Very low"
15,"Middlesex County",85898,"Low",654,"Low"
12,"Hartford County",75148,"Mid-high",2008,"Mid-high"
11,"Hartford County",75148,"Mid-high",1054,"Mid-low"
20,"Hartford County",75148,"High",924,"Low"
16,"Fairfield County",95645,"High",4842,"High"
21,"Fairfield County",95645,"Very low",1746,"Mid-low"
11,"Fairfield County",95645,"High",1014,"Low"
43,"Fairfield County",95645,"High",1886,"Mid-low"
21,"Hartford County",75148,"High",2000,"Mid-high"
4,"Litchfield County",79906,"Low",560,"Very low"
8,"Hartford County",75148,"Low",1098,"Mid-low"
11,"Hartford County",75148,"Very low",1569,"Mid-high"
18,"Fairfield County",95645,"Mid-low",855,"Low"
13,"Litchfield County",79906,"Mid-low",2123,"Mid-high"
73,"New Haven County",69905,"High",1375,"Mid-low"
13,"New London County",73490,"High",3500,"High"
11,"Fairfield County",95645,"Low",3688,"High"
8,"New Haven County",69905,"Very low",891,"Mid-low"
15,"Hartford County",75148,"High",1949,"Mid-high"
15,"Windham County",66550,"High",2066,"High"
30,"New Haven County",69905,"Low",871,"Low"
13,"Hartford County",75148,"Mid-low",1830,"Mid-high"
14,"New London County",73490,"High",856,"Low"
18,"Windham County",66550,"High",1777,"Mid-high"
13,"Litchfield County",79906,"High",880,"Low"
12,"Fairfield County",95645,"Mid-low",2671,"Mid-high"
13,"Hartford County",75148,"Mid-high",944,"Mid-low"
23,"New Haven County",69905,"High",1957,"Mid-high"
13,"New London County",73490,"Mid-high",807,"Low"
14,"Fairfield County",95645,"High",2084,"Mid-high"
23,"Fairfield County",95645,"High",2918,"High"
12,"Middlesex County",85898,"Very low",478,"Very low"
15,"Windham County",66550,"High",1995,"Mid-high"
25,"Fairfield County",95645,"Mid-high",1758,"Mid-low"
12,"New Haven County",69905,"Mid-high",761,"Low"
12,"Litchfield County",79906,"High",1005,"Mid-low"
22,"Hartford County",75148,"Low",2573,"High"
15,"Tolland County",87069,"Low",2661,"High"
19,"Middlesex County",85898,"Mid-low",92,"Very low"
4,"Windham County",66550,"Mid-low",695,"Low"
15,"New Haven County",69905,"Mid-low",2010,"Mid-high"
16,"Fairfield County",95645,"High",3850,"High"
12,"New London County",73490,"High",1556,"Mid-high"
14,"New London County",73490,"Low",1051,"Mid-low"
16,"Fairfield County",95645,"Mid-low",2404,"Mid-high"
12,"Fairfield County",95645,"Mid-high",1501,"Mid-low"
9,"New London County",73490,"Mid-low",470,"Very low"
16,"New London County",73490,"High",1436,"Mid-low"
7,"Hartford County",75148,"High",2688,"High"
21,"Litchfield County",79906,"High",1947,"Mid-high"
13,"New Haven County",69905,"High",2514,"High"
13,"New Haven County",69905,"Very low",996,"Mid-low"
11,"Fairfield County",95645,"High",1587,"Mid-low"
15,"Hartford County",75148,"Mid-low",640,"Low"
8,"Middlesex County",85898,"Low",609,"Very low"
18,"Windham County",66550,"High",1869,"Mid-high"
14,"Fairfield County",95645,"High",4893,"High"
22,"New Haven County",69905,"High",1315,"Mid-low"
21,"New Haven County",69905,"High",1158,"Mid-low"
13,"Fairfield County",95645,"High",8496,"High"
12,"Hartford County",75148,"High",879,"Low"
13,"Fairfield County",95645,"Mid-low",2193,"Mid-high"
40,"Fairfield County",95645,"High",2356,"Mid-high"
18,"New Haven County",69905,"High",2591,"High"
20,"Hartford County",75148,"Mid-low",600,"Low"
12,"Fairfield County",95645,"Low",1051,"Low"
18,"Tolland County",87069,"High",1901,"Mid-high"
5,"Litchfield County",79906,"High",1544,"Mid-low"
3,"New Haven County",69905,"High",1966,"Mid-high"
8,"Litchfield County",79906,"High",2113,"Mid-high"
20,"Hartford County",75148,"High",1293,"Mid-low"
14,"New London County",73490,"High",890,"Low"
37,"Fairfield County",95645,"Mid-high",2081,"Mid-high"
23,"New London County",73490,"High",3333,"High"
23,"Fairfield County",95645,"Mid-high",2266,"Mid-high"
10,"Hartford County",75148,"High",1829,"Mid-high"
8,"New London County",73490,"Mid-high",1203,"Mid-low"
22,"Tolland County",87069,"Very low",863,"Low"
37,"Litchfield County",79906,"High",1326,"Mid-low"
18,"New London County",73490,"High",1512,"Mid-high"
13,"Hartford County",75148,"High",1435,"Mid-low"
28,"Hartford County",75148,"High",827,"Low"
14,"New Haven County",69905,"Mid-high",1508,"Mid-high"
43,"New Haven County",69905,"Mid-low",2292,"High"
12,"Fairfield County",95645,"High",1172,"Low"
14,"Fairfield County",95645,"High",3488,"High"
22,"Hartford County",75148,"High",1757,"Mid-high"
11,"New Haven County",69905,"Very low",987,"Mid-low"
27,"Fairfield County",95645,"Mid-high",759,"Low"
39,"Fairfield County",95645,"High",1957,"Mid-high"
25,"Middlesex County",85898,"Mid-low",734,"Low"
26,"Fairfield County",95645,"High",7829,"High"
12,"Hartford County",75148,"Low",901,"Low"
6,"Middlesex County",85898,"Mid-low",931,"Low"
24,"Hartford County",75148,"Mid-low",877,"Low"
12,"New London County",73490,"Mid-high",1280,"Mid-low"
17,"Middlesex County",85898,"High",2777,"High"
13,"Hartford County",75148,"Mid-low",729,"Low"
16,"Hartford County",75148,"High",1621,"Mid-high"
16,"Hartford County",75148,"Mid-low",548,"Very low"
7,"New London County",73490,"High",1828,"Mid-high"
14,"Tolland County",87069,"Mid-high",2843,"High"
14,"Hartford County",75148,"High",2176,"Mid-high"
24,"Hartford County",75148,"Low",949,"Mid-low"
13,"Fairfield County",95645,"Low",890,"Low"
11,"Hartford County",75148,"High",2276,"High"
12,"Hartford County",75148,"Mid-high",1344,"Mid-low"
13,"Hartford County",75148,"High",1892,"Mid-high"
16,"Hartford County",75148,"High",2520,"High"
14,"Windham County",66550,"Very low",716,"Low"
76,"Fairfield County",95645,"Mid-low",2724,"Mid-high"
25,"Hartford County",75148,"Mid-low",1016,"Mid-low"
22,"New Haven County",69905,"Mid-high",1643,"Mid-high"
14,"Windham County",66550,"Mid-high",1197,"Mid-low"
11,"New Haven County",69905,"High",1682,"Mid-high"
25,"Fairfield County",95645,"Mid-high",3360,"High"
16,"Fairfield County",95645,"High",781,"Low"
16,"Middlesex County",85898,"Mid-high",705,"Low"
19,"New Haven County",69905,"High",1714,"Mid-high"
24,"Fairfield County",95645,"Low",1775,"Mid-low"
18,"Tolland County",87069,"Mid-high",1028,"Low"
13,"Hartford County",75148,"Mid-low",199,"Very low"
24,"New Haven County",69905,"High",1799,"Mid-high"
15,"New Haven County",69905,"Mid-high",2049,"Mid-high"
18,"New Haven County",69905,"Mid-low",843,"Low"
24,"New Haven County",69905,"High",2850,"High"
29,"Windham County",66550,"Mid-high",1162,"Mid-low"
85,"New London County",73490,"High",2140,"Mid-high"
24,"Hartford County",75148,"High",887,"Low"
21,"Hartford County",75148,"Mid-low",1332,"Mid-low"
7,"Fairfield County",95645,"Mid-high",2712,"Mid-high"
23,"Tolland County",87069,"High",1825,"Mid-high"
13,"Fairfield County",95645,"Very low",1009,"Low"
23,"Hartford County",75148,"High",2492,"High"
9,"Fairfield County",95645,"High",1767,"Mid-low"
5,"Windham County",66550,"High",1315,"Mid-low"
13,"New Haven County",69905,"High",1111,"Mid-low"
17,"Fairfield County",95645,"High",4528,"High"
23,"New Haven County",69905,"High",1264,"Mid-low"
12,"Windham County",66550,"High",487,"Very low"
20,"New Haven County",69905,"Very low",2397,"High"
38,"Hartford County",75148,"Mid-high",1700,"Mid-high"
10,"Fairfield County",95645,"High",2744,"Mid-high"
39,"New Haven County",69905,"Low",1523,"Mid-high"
21,"New Haven County",69905,"Mid-low",1923,"Mid-high"
18,"New Haven County",69905,"High",2481,"High"
13,"Fairfield County",95645,"High",874,"Low"
19,"Fairfield County",95645,"High",2186,"Mid-high"
21,"Litchfield County",79906,"High",3535,"High"
23,"New London County",73490,"High",2761,"High"
8,"Litchfield County",79906,"Low",1711,"Mid-high"
17,"Fairfield County",95645,"High",8374,"High"
21,"Fairfield County",95645,"Mid-high",1576,"Mid-low"
4,"Litchfield County",79906,"High",2022,"Mid-high"
12,"Middlesex County",85898,"Mid-high",2489,"Mid-high"
15,"Fairfield County",95645,"Mid-high",1087,"Low"
7,"Hartford County",75148,"Mid-high",785,"Low"
12,"New London County",73490,"Very low",614,"Low"
16,"New Haven County",69905,"Mid-high",1468,"Mid-high"
15,"New Haven County",69905,"Mid-high",2305,"High"
5,"New London County",73490,"Mid-high",1454,"Mid-low"
36,"Hartford County",75148,"High",1197,"Mid-low"
21,"Fairfield County",95645,"High",2458,"Mid-high"
20,"Tolland County",87069,"Low",1181,"Mid-low"
35,"Hartford County",75148,"Very low",431,"Very low"
12,"Fairfield County",95645,"Mid-low",906,"Low"
15,"Fairfield County",95645,"Mid-high",2640,"Mid-high"
19,"New Haven County",69905,"Mid-low",1454,"Mid-high"
10,"Hartford County",75148,"Mid-high",2037,"Mid-high"
12,"Fairfield County",95645,"High",3028,"High"
19,"Hartford County",75148,"High",2680,"High"
12,"Hartford County",75148,"Mid-high",2931,"High"
17,"Middlesex County",85898,"Mid-low",151,"Very low"
74,"Fairfield County",95645,"Very low",3164,"High"
17,"New Haven County",69905,"Mid-low",2440,"High"
13,"Litchfield County",79906,"Mid-low",2151,"Mid-high"
